,year,country,expectancy,dtp3,continent
3654,1994,Equatorial Guinea,47.9,77.0,Africa
3655,1995,Equatorial Guinea,47.9,79.0,Africa
3656,1996,Equatorial Guinea,48.5,80.0,Africa
3657,1997,Equatorial Guinea,50.7,81.0,Africa
3658,1998,Equatorial Guinea,52.0,81.0,Africa
3659,1999,Equatorial Guinea,53.1,33.0,Africa
3660,2000,Equatorial Guinea,54.4,33.0,Africa
3661,2001,Equatorial Guinea,55.8,33.0,Africa
3662,2002,Equatorial Guinea,57.0,33.0,Africa
3663,2003,Equatorial Guinea,57.5,33.0,Africa
3664,2004,Equatorial Guinea,58.0,33.0,Africa
3665,2005,Equatorial Guinea,58.1,33.0,Africa
3666,2006,Equatorial Guinea,59.0,33.0,Africa
3667,2007,Equatorial Guinea,59.4,33.0,Africa
3668,2008,Equatorial Guinea,59.8,33.0,Africa
3669,2009,Equatorial Guinea,60.3,33.0,Africa
3670,2010,Equatorial Guinea,60.9,33.0,Africa
3671,2011,Equatorial Guinea,61.4,33.0,Africa
3672,1985,Mali,47.3,8.0,Africa
3673,1986,Mali,48.2,8.0,Africa
3674,1987,Mali,48.5,8.0,Africa
3675,1988,Mali,48.9,18.0,Africa
3676,1989,Mali,49.2,26.0,Africa
3677,1990,Mali,49.4,42.0,Africa
3678,1991,Mali,50.0,34.0,Africa
3679,1992,Mali,50.4,38.0,Africa
3680,1993,Mali,50.9,46.0,Africa
3681,1994,Mali,51.0,39.0,Africa
3682,1995,Mali,51.3,49.0,Africa
3683,1996,Mali,51.5,53.0,Africa
3684,1997,Mali,52.1,52.0,Africa
3685,1998,Mali,51.0,52.0,Africa
3686,1999,Mali,53.4,40.0,Africa
3687,2000,Mali,53.4,43.0,Africa
3688,2001,Mali,53.9,49.0,Africa
3689,2002,Mali,54.4,61.0,Africa
3690,2003,Mali,55.2,63.0,Africa
3691,2004,Mali,55.8,69.0,Africa
3692,2005,Mali,56.5,77.0,Africa
3693,2006,Mali,57.1,78.0,Africa
3694,2007,Mali,57.7,74.0,Africa
3695,2008,Mali,58.4,74.0,Africa
3696,2009,Mali,59.0,73.0,Africa
3697,2010,Mali,59.5,76.0,Africa
3698,2011,Mali,60.0,72.0,Africa
3699,1985,Romania,69.8,95.0,Europe
3700,1986,Romania,70.0,89.0,Europe
3701,1987,Romania,69.4,92.0,Europe
3702,1988,Romania,69.8,96.0,Europe
3703,1989,Romania,69.9,96.0,Europe
3704,1990,Romania,69.9,96.0,Europe
3705,1991,Romania,70.4,98.0,Europe
3706,1992,Romania,69.9,98.0,Europe
3707,1993,Romania,69.7,91.0,Europe
3708,1994,Romania,69.5,98.0,Europe
3709,1995,Romania,69.4,98.0,Europe
3710,1996,Romania,69.2,98.0,Europe
3711,1997,Romania,69.4,97.0,Europe
3712,1998,Romania,70.1,97.0,Europe
3713,1999,Romania,70.9,97.0,Europe
3714,2000,Romania,71.2,99.0,Europe
3715,2001,Romania,71.1,99.0,Europe
3716,2002,Romania,71.3,98.0,Europe
3717,2003,Romania,71.6,97.0,Europe
3718,2004,Romania,72.1,97.0,Europe
3719,2005,Romania,72.4,97.0,Europe
3720,2006,Romania,72.8,97.0,Europe
3721,2007,Romania,73.2,96.0,Europe
3722,2008,Romania,73.2,96.0,Europe
3723,2009,Romania,73.3,95.0,Europe
3724,2010,Romania,73.7,94.0,Europe
3725,2011,Romania,74.5,89.0,Europe
3726,1986,Senegal,55.9,54.0,Africa
3727,1987,Senegal,56.4,57.0,Africa
3728,1988,Senegal,56.8,59.0,Africa
3729,1989,Senegal,57.2,47.0,Africa
3730,1990,Senegal,57.5,51.0,Africa
3731,1991,Senegal,57.9,51.0,Africa
3732,1992,Senegal,57.9,59.0,Africa
3733,1993,Senegal,58.1,58.0,Africa
3734,1994,Senegal,58.1,57.0,Africa
3735,1995,Senegal,58.4,80.0,Africa
3736,1996,Senegal,58.6,70.0,Africa
3737,1997,Senegal,58.8,59.0,Africa
3738,1998,Senegal,59.0,59.0,Africa
3739,1999,Senegal,59.1,60.0,Africa
3740,2000,Senegal,59.6,52.0,Africa
3741,2001,Senegal,60.0,52.0,Africa
3742,2002,Senegal,60.2,60.0,Africa
3743,2003,Senegal,61.0,73.0,Africa
3744,2004,Senegal,61.4,87.0,Africa
3745,2005,Senegal,61.7,84.0,Africa
3746,2006,Senegal,62.1,89.0,Africa
3747,2007,Senegal,62.7,94.0,Africa
3748,2008,Senegal,63.2,88.0,Africa
3749,2009,Senegal,63.6,86.0,Africa
3750,2010,Senegal,64.0,85.0,Africa
3751,2011,Senegal,64.4,83.0,Africa
3752,1986,Switzerland,77.1,90.0,Europe
3753,1987,Switzerland,77.3,90.0,Europe
3754,1988,Switzerland,77.3,90.0,Europe
3755,1989,Switzerland,77.4,90.0,Europe
3756,1990,Switzerland,77.4,90.0,Europe
3757,1991,Switzerland,77.6,89.0,Europe
3758,1992,Switzerland,77.9,89.0,Europe
3759,1993,Switzerland,78.2,89.0,Europe
3760,1994,Switzerland,78.4,89.0,Europe
3761,1995,Switzerland,78.5,89.0,Europe
3762,1996,Switzerland,78.9,89.0,Europe
3763,1997,Switzerland,79.2,89.0,Europe
3764,1998,Switzerland,79.4,88.0,Europe
3765,1999,Switzerland,79.7,88.0,Europe
3766,2000,Switzerland,79.9,88.0,Europe
3767,2001,Switzerland,80.1,93.0,Europe
3768,2002,Switzerland,80.3,93.0,Europe
3769,2003,Switzerland,80.5,93.0,Europe
3770,2004,Switzerland,80.9,93.0,Europe
3771,2005,Switzerland,81.2,94.0,Europe
3772,2006,Switzerland,81.4,94.0,Europe
3773,2007,Switzerland,81.6,94.0,Europe
3774,2008,Switzerland,81.8,95.0,Europe
3775,2009,Switzerland,82.0,95.0,Europe
3776,2010,Switzerland,82.2,96.0,Europe
3777,2011,Switzerland,82.5,95.0,Europe
3778,1987,Canada,76.8,85.0,Americas
3779,1988,Canada,77.0,86.0,Americas
3780,1989,Canada,77.2,87.0,Americas
3781,1990,Canada,77.4,88.0,Americas
3782,1991,Canada,77.6,88.0,Americas
3783,1992,Canada,77.8,89.0,Americas
3784,1993,Canada,77.8,90.0,Americas
3785,1994,Canada,77.9,93.0,Americas
3786,1995,Canada,78.0,87.0,Americas
3787,1996,Canada,78.3,90.0,Americas
3788,1997,Canada,78.5,86.0,Americas
3789,1998,Canada,78.7,90.0,Americas
3790,1999,Canada,79.0,91.0,Americas
3791,2000,Canada,79.2,92.0,Americas
3792,2001,Canada,79.4,92.0,Americas
3793,2002,Canada,79.6,93.0,Americas
3794,2003,Canada,79.8,91.0,Americas
3795,2004,Canada,80.0,94.0,Americas
3796,2005,Canada,80.2,94.0,Americas
3797,2006,Canada,80.4,94.0,Americas
3798,2007,Canada,80.6,94.0,Americas
3799,2008,Canada,80.8,94.0,Americas
3800,2009,Canada,81.1,95.0,Americas
3801,2010,Canada,81.3,95.0,Americas
3802,2011,Canada,81.5,95.0,Americas
3803,1991,Namibia,61.7,69.0,Africa
3804,1992,Namibia,61.6,70.0,Africa
3805,1993,Namibia,61.4,73.0,Africa
3806,1994,Namibia,60.6,79.0,Africa
3807,1995,Namibia,59.9,74.0,Africa
3808,1996,Namibia,58.9,70.0,Africa
3809,1997,Namibia,57.7,66.0,Africa
3810,1998,Namibia,56.4,74.0,Africa
3811,1999,Namibia,55.0,72.0,Africa
3812,2000,Namibia,53.6,79.0,Africa
3813,2001,Namibia,52.9,78.0,Africa
3814,2002,Namibia,52.0,77.0,Africa
3815,2003,Namibia,51.5,79.0,Africa
3816,2004,Namibia,51.3,81.0,Africa
3817,2005,Namibia,51.6,86.0,Africa
3818,2006,Namibia,52.5,86.0,Africa
3819,2007,Namibia,54.1,86.0,Africa
3820,2008,Namibia,55.6,83.0,Africa
3821,2009,Namibia,57.2,83.0,Africa
3822,2010,Namibia,58.6,83.0,Africa
3823,2011,Namibia,60.1,82.0,Africa
3824,1992,Bosnia and Herzegovina,70.0,58.0,Europe
3825,1993,Bosnia and Herzegovina,68.8,38.0,Europe
3826,1994,Bosnia and Herzegovina,70.2,82.0,Europe
3827,1995,Bosnia and Herzegovina,68.9,55.0,Europe
3828,1996,Bosnia and Herzegovina,72.9,67.0,Europe
3829,1997,Bosnia and Herzegovina,73.4,79.0,Europe
3830,1998,Bosnia and Herzegovina,73.8,89.0,Europe
3831,1999,Bosnia and Herzegovina,74.4,90.0,Europe
3832,2000,Bosnia and Herzegovina,74.8,85.0,Europe
3833,2001,Bosnia and Herzegovina,75.1,91.0,Europe
3834,2002,Bosnia and Herzegovina,75.3,80.0,Europe
3835,2003,Bosnia and Herzegovina,75.4,87.0,Europe
3836,2004,Bosnia and Herzegovina,75.6,84.0,Europe
3837,2005,Bosnia and Herzegovina,75.7,93.0,Europe
3838,2006,Bosnia and Herzegovina,75.9,87.0,Europe
3839,2007,Bosnia and Herzegovina,76.1,95.0,Europe
3840,2008,Bosnia and Herzegovina,76.3,91.0,Europe
3841,2009,Bosnia and Herzegovina,76.6,90.0,Europe
3842,2010,Bosnia and Herzegovina,76.8,89.0,Europe
3843,2011,Bosnia and Herzegovina,76.9,88.0,Europe
3844,1992,Croatia,71.3,83.0,Europe
3845,1993,Croatia,72.3,85.0,Europe
3846,1994,Croatia,72.7,87.0,Europe
3847,1995,Croatia,72.3,90.0,Europe
3848,1996,Croatia,73.0,91.0,Europe
3849,1997,Croatia,73.2,92.0,Europe
3850,1998,Croatia,73.4,93.0,Europe
3851,1999,Croatia,73.6,93.0,Europe
3852,2000,Croatia,73.9,93.0,Europe
3853,2001,Croatia,74.2,94.0,Europe
3854,2002,Croatia,74.4,95.0,Europe
3855,2003,Croatia,74.7,94.0,Europe
3856,2004,Croatia,74.9,96.0,Europe
3857,2005,Croatia,75.1,96.0,Europe
3858,2006,Croatia,75.3,96.0,Europe
3859,2007,Croatia,75.6,96.0,Europe
3860,2008,Croatia,75.8,96.0,Europe
3861,2009,Croatia,76.1,96.0,Europe
3862,2010,Croatia,76.3,97.0,Europe
3863,2011,Croatia,76.6,96.0,Europe
3864,1992,Serbia,71.9,84.0,Europe
3865,1993,Serbia,72.3,85.0,Europe
3866,1994,Serbia,72.1,85.0,Europe
3867,1995,Serbia,70.7,89.0,Europe
3868,1996,Serbia,71.9,91.0,Europe
3869,1997,Serbia,72.0,94.0,Europe
3870,1998,Serbia,71.5,93.0,Europe
3871,1999,Serbia,71.0,92.0,Europe
3872,2000,Serbia,72.2,95.0,Europe
3873,2001,Serbia,72.4,93.0,Europe
3874,2002,Serbia,72.5,95.0,Europe
3875,2003,Serbia,72.7,89.0,Europe
3876,2004,Serbia,72.9,88.0,Europe
3877,2005,Serbia,73.2,98.0,Europe
3878,2006,Serbia,73.5,92.0,Europe
3879,2007,Serbia,73.9,94.0,Europe
3880,2008,Serbia,74.2,95.0,Europe
3881,2009,Serbia,74.5,95.0,Europe
3882,2010,Serbia,74.7,91.0,Europe
3883,2011,Serbia,74.8,91.0,Europe
3884,1992,Slovenia,73.7,98.0,Europe
3885,1993,Slovenia,73.7,98.0,Europe
3886,1994,Slovenia,74.0,98.0,Europe
3887,1995,Slovenia,74.5,98.0,Europe
3888,1996,Slovenia,74.8,98.0,Europe
3889,1997,Slovenia,75.0,94.0,Europe
3890,1998,Slovenia,75.2,91.0,Europe
3891,1999,Slovenia,75.5,92.0,Europe
3892,2000,Slovenia,75.9,91.0,Europe
3893,2001,Slovenia,76.2,92.0,Europe
3894,2002,Slovenia,76.5,93.0,Europe
3895,2003,Slovenia,76.7,95.0,Europe
3896,2004,Slovenia,77.1,94.0,Europe
3897,2005,Slovenia,77.5,95.0,Europe
3898,2006,Slovenia,77.9,97.0,Europe
3899,2007,Slovenia,78.2,97.0,Europe
3900,2008,Slovenia,78.7,97.0,Europe
3901,2009,Slovenia,79.1,96.0,Europe
3902,2010,Slovenia,79.5,96.0,Europe
3903,2011,Slovenia,79.8,96.0,Europe
3904,1993,Czech Republic,72.7,99.0,Europe
3905,1994,Czech Republic,73.0,98.0,Europe
3906,1995,Czech Republic,73.3,96.0,Europe
3907,1996,Czech Republic,73.8,97.0,Europe
3908,1997,Czech Republic,74.1,98.0,Europe
3909,1998,Czech Republic,74.4,98.0,Europe
3910,1999,Czech Republic,74.7,98.0,Europe
3911,2000,Czech Republic,75.0,98.0,Europe
3912,2001,Czech Republic,75.2,98.0,Europe
3913,2002,Czech Republic,75.4,98.0,Europe
3914,2003,Czech Republic,75.6,97.0,Europe
3915,2004,Czech Republic,75.9,98.0,Europe
3916,2005,Czech Republic,76.2,97.0,Europe
3917,2006,Czech Republic,76.5,98.0,Europe
3918,2007,Czech Republic,76.8,99.0,Europe
3919,2008,Czech Republic,77.1,99.0,Europe
3920,2009,Czech Republic,77.2,99.0,Europe
3921,2010,Czech Republic,77.5,99.0,Europe
3922,2011,Czech Republic,77.8,99.0,Europe
3923,1993,Eritrea,55.0,32.0,Africa
3924,1994,Eritrea,55.8,49.0,Africa
3925,1995,Eritrea,56.6,58.0,Africa
3926,1996,Eritrea,57.2,66.0,Africa
3927,1997,Eritrea,57.8,75.0,Africa
3928,1998,Eritrea,58.4,86.0,Africa
3929,1999,Eritrea,49.6,93.0,Africa
3930,2000,Eritrea,58.1,81.0,Africa
3931,2001,Eritrea,59.5,86.0,Africa
3932,2002,Eritrea,59.8,90.0,Africa
3933,2003,Eritrea,60.0,93.0,Africa
3934,2004,Eritrea,60.3,98.0,Africa
3935,2005,Eritrea,60.5,96.0,Africa
3936,2006,Eritrea,60.8,96.0,Africa
3937,2007,Eritrea,61.0,96.0,Africa
3938,2008,Eritrea,61.2,99.0,Africa
3939,2009,Eritrea,61.5,99.0,Africa
3940,2010,Eritrea,61.7,99.0,Africa
3941,2011,Eritrea,62.0,99.0,Africa
3942,1994,Slovak Republic,72.3,99.0,Europe
3943,1995,Slovak Republic,72.4,99.0,Europe
3944,1996,Slovak Republic,72.7,99.0,Europe
3945,1997,Slovak Republic,72.8,99.0,Europe
3946,1998,Slovak Republic,72.8,99.0,Europe
3947,1999,Slovak Republic,73.0,99.0,Europe
3948,2000,Slovak Republic,73.3,99.0,Europe
3949,2001,Slovak Republic,73.5,99.0,Europe
3950,2002,Slovak Republic,73.8,99.0,Europe
3951,2003,Slovak Republic,73.9,99.0,Europe
3952,2004,Slovak Republic,74.1,99.0,Europe
3953,2005,Slovak Republic,74.2,99.0,Europe
3954,2006,Slovak Republic,74.4,99.0,Europe
3955,2007,Slovak Republic,74.5,99.0,Europe
3956,2008,Slovak Republic,74.9,99.0,Europe
3957,2009,Slovak Republic,75.1,99.0,Europe
3958,2010,Slovak Republic,75.5,99.0,Europe
3959,2011,Slovak Republic,75.9,99.0,Europe
3960,1999,Liberia,53.6,50.0,Africa
3961,2000,Liberia,54.5,46.0,Africa
3962,2001,Liberia,55.3,42.0,Africa
3963,2002,Liberia,54.9,39.0,Africa
3964,2003,Liberia,54.9,35.0,Africa
3965,2004,Liberia,57.6,31.0,Africa
3966,2005,Liberia,58.2,60.0,Africa
3967,2006,Liberia,58.7,60.0,Africa
3968,2007,Liberia,59.2,60.0,Africa
3969,2008,Liberia,59.8,64.0,Africa
3970,2009,Liberia,60.3,64.0,Africa
3971,2010,Liberia,60.8,47.0,Africa
3972,2011,Liberia,61.4,49.0,Africa
3973,1999,Sierra Leone,49.1,43.0,Africa
3974,2000,Sierra Leone,50.9,44.0,Africa
3975,2001,Sierra Leone,51.3,38.0,Africa
3976,2002,Sierra Leone,51.4,53.0,Africa
3977,2003,Sierra Leone,51.7,73.0,Africa
3978,2004,Sierra Leone,52.1,65.0,Africa
3979,2005,Sierra Leone,52.5,65.0,Africa
3980,2006,Sierra Leone,52.9,64.0,Africa
3981,2007,Sierra Leone,53.2,64.0,Africa
3982,2008,Sierra Leone,53.8,78.0,Africa
3983,2009,Sierra Leone,54.3,84.0,Africa
3984,2010,Sierra Leone,55.0,84.0,Africa
3985,2011,Sierra Leone,55.7,84.0,Africa
3986,2006,Montenegro,75.3,90.0,Europe
3987,2007,Montenegro,75.6,92.0,Europe
3988,2008,Montenegro,76.0,95.0,Europe
3989,2009,Montenegro,76.2,92.0,Europe
3990,2010,Montenegro,76.4,94.0,Europe
3991,2011,Montenegro,76.4,95.0,Europe
